System Name,System Faction,Planet Name,Planet Type,Planet Archetype,Planet Faction,Resource Count
023-ONI-SEC-11,ONI,023-ONI-SEC-11-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
023-ONI-SEC-11,ONI,023-ONI-SEC-11-P2,ONI Barren Planet,Barren Planet,ONI,12
023-ONI-SEC-11,ONI,023-ONI-SEC-11-P3,ONI Volcanic Planet,Volcanic Planet,ONI,16
022-ONI-CORE-07,ONI,022-ONI-CORE-07-P1,ONI Volcanic Planet,Volcanic Planet,ONI,16
022-ONI-CORE-07,ONI,022-ONI-CORE-07-P2,ONI Barren Planet,Barren Planet,ONI,12
022-ONI-CORE-07,ONI,022-ONI-CORE-07-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
022-ONI-CORE-07,ONI,022-ONI-CORE-07-P4,ONI Gas Giant,Gas Giant,ONI,9
022-ONI-CORE-07,ONI,022-ONI-CORE-07-P5,ONI Volcanic Planet,Volcanic Planet,ONI,16
022-ONI-CORE-07,ONI,022-ONI-CORE-07-P6,ONI Barren Planet,Barren Planet,ONI,12
022-ONI-CORE-08,ONI,022-ONI-CORE-08-P1,ONI Ice Giant,Ice Giant,ONI,15
022-ONI-CORE-08,ONI,022-ONI-CORE-08-P2,ONI Barren Planet,Barren Planet,ONI,12
022-ONI-CORE-08,ONI,022-ONI-CORE-08-P3,ONI Ice Giant,Ice Giant,ONI,15
022-ONI-CORE-08,ONI,022-ONI-CORE-08-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
022-ONI-CORE-08,ONI,022-ONI-CORE-08-P5,ONI Gas Giant,Gas Giant,ONI,9
022-ONI-SEC-10,ONI,022-ONI-SEC-10-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
022-ONI-SEC-10,ONI,022-ONI-SEC-10-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
022-ONI-SEC-10,ONI,022-ONI-SEC-10-P3,ONI Ice Giant,Ice Giant,ONI,15
022-ONI-SEC-10,ONI,022-ONI-SEC-10-P4,ONI Ice Giant,Ice Giant,ONI,15
014-ONI-CORE-07,ONI,014-ONI-CORE-07-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
014-ONI-CORE-07,ONI,014-ONI-CORE-07-P2,ONI Barren Planet,Barren Planet,ONI,12
014-ONI-CORE-07,ONI,014-ONI-CORE-07-P3,ONI Gas Giant,Gas Giant,ONI,9
014-ONI-CORE-07,ONI,014-ONI-CORE-07-P4,ONI Gas Giant,Gas Giant,ONI,9
014-ONI-CORE-07,ONI,014-ONI-CORE-07-P5,ONI Oceanic Planet,Oceanic Planet,ONI,15
014-ONI-SEC-11,ONI,014-ONI-SEC-11-P1,ONI Dark Planet,Dark Planet,ONI,17
014-ONI-SEC-11,ONI,014-ONI-SEC-11-P2,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
013-ONI-SEC-08,ONI,013-ONI-SEC-08-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
013-ONI-SEC-08,ONI,013-ONI-SEC-08-P2,ONI Barren Planet,Barren Planet,ONI,12
013-ONI-SEC-08,ONI,013-ONI-SEC-08-P3,ONI Barren Planet,Barren Planet,ONI,12
013-ONI-SEC-09,ONI,013-ONI-SEC-09-P1,ONI Barren Planet,Barren Planet,ONI,12
013-ONI-SEC-09,ONI,013-ONI-SEC-09-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
013-ONI-SEC-09,ONI,013-ONI-SEC-09-P3,ONI Gas Giant,Gas Giant,ONI,9
013-ONI-SEC-10,ONI,013-ONI-SEC-10-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
013-ONI-SEC-10,ONI,013-ONI-SEC-10-P2,ONI Gas Giant,Gas Giant,ONI,9
013-ONI-SEC-11,ONI,013-ONI-SEC-11-P1,ONI System Asteroid Belt,Asteroid Belt,ONI,14
013-ONI-SEC-11,ONI,013-ONI-SEC-11-P2,ONI Barren Planet,Barren Planet,ONI,12
013-ONI-SEC-11,ONI,013-ONI-SEC-11-P3,ONI Barren Planet,Barren Planet,ONI,12
013-ONI-SEC-11,ONI,013-ONI-SEC-11-P4,ONI Gas Giant,Gas Giant,ONI,9
008-MUD-CORE-01,MUD,008-MUD-CORE-01-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-CORE-01,MUD,008-MUD-CORE-01-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-CORE-01,MUD,008-MUD-CORE-01-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-CORE-01,MUD,008-MUD-CORE-01-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-CORE-01,MUD,008-MUD-CORE-01-P5,MUD System Asteroid Belt,Asteroid Belt,MUD,14
008-MUD-CORE-01,MUD,008-MUD-CORE-01-P6,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-02,MUD,008-MUD-SEC-02-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-02,MUD,008-MUD-SEC-02-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-02,MUD,008-MUD-SEC-02-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-03,MUD,008-MUD-SEC-03-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-03,MUD,008-MUD-SEC-03-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-03,MUD,008-MUD-SEC-03-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-03,MUD,008-MUD-SEC-03-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-04,MUD,008-MUD-SEC-04-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-04,MUD,008-MUD-SEC-04-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-05,MUD,008-MUD-SEC-05-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
008-MUD-SEC-05,MUD,008-MUD-SEC-05-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-05,MUD,008-MUD-SEC-05-P3,MUD Barren Planet,Barren Planet,MUD,12
008-MUD-SEC-05,MUD,008-MUD-SEC-05-P4,MUD Barren Planet,Barren Planet,MUD,12
008-MUD-CORE-02,MUD,008-MUD-CORE-02-P1,MUD Barren Planet,Barren Planet,MUD,12
008-MUD-CORE-02,MUD,008-MUD-CORE-02-P2,MUD Gas Giant,Gas Giant,MUD,9
008-MUD-CORE-02,MUD,008-MUD-CORE-02-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-CORE-02,MUD,008-MUD-CORE-02-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-06,MUD,008-MUD-SEC-06-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-06,MUD,008-MUD-SEC-06-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
008-MUD-SEC-06,MUD,008-MUD-SEC-06-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
008-MUD-SEC-07,MUD,008-MUD-SEC-07-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
008-MUD-SEC-07,MUD,008-MUD-SEC-07-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-07,MUD,008-MUD-SEC-07-P3,MUD Barren Planet,Barren Planet,MUD,12
008-MUD-SEC-07,MUD,008-MUD-SEC-07-P4,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-CORE-01,MUD,009-MUD-CORE-01-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
009-MUD-CORE-01,MUD,009-MUD-CORE-01-P2,MUD Oceanic Planet,Oceanic Planet,MUD,14
009-MUD-CORE-01,MUD,009-MUD-CORE-01-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
009-MUD-CORE-01,MUD,009-MUD-CORE-01-P4,MUD System Asteroid Belt,Asteroid Belt,MUD,14
009-MUD-SEC-01,MUD,009-MUD-SEC-01-P1,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-SEC-01,MUD,009-MUD-SEC-01-P2,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-SEC-01,MUD,009-MUD-SEC-01-P3,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-SEC-02,MUD,009-MUD-SEC-02-P1,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-SEC-02,MUD,009-MUD-SEC-02-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-SEC-02,MUD,009-MUD-SEC-02-P3,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-SEC-02,MUD,009-MUD-SEC-02-P4,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-CORE-02,MUD,009-MUD-CORE-02-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-02,MUD,009-MUD-CORE-02-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
009-MUD-CORE-02,MUD,009-MUD-CORE-02-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
009-MUD-CORE-02,MUD,009-MUD-CORE-02-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-02,MUD,009-MUD-CORE-02-P5,MUD System Asteroid Belt,Asteroid Belt,MUD,14
009-MUD-CORE-02,MUD,009-MUD-CORE-02-P6,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-03,MUD,009-MUD-CORE-03-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-03,MUD,009-MUD-CORE-03-P2,MUD Gas Giant,Gas Giant,MUD,9
009-MUD-CORE-03,MUD,009-MUD-CORE-03-P3,MUD Gas Giant,Gas Giant,MUD,9
009-MUD-CORE-03,MUD,009-MUD-CORE-03-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
009-MUD-CORE-04,MUD,009-MUD-CORE-04-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-04,MUD,009-MUD-CORE-04-P2,MUD Barren Planet,Barren Planet,MUD,12
009-MUD-CORE-04,MUD,009-MUD-CORE-04-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-04,MUD,009-MUD-CORE-04-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-04,MUD,009-MUD-CORE-04-P5,MUD Gas Giant,Gas Giant,MUD,9
009-MUD-SEC-03,MUD,009-MUD-SEC-03-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
009-MUD-SEC-03,MUD,009-MUD-SEC-03-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
009-MUD-SEC-03,MUD,009-MUD-SEC-03-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-SEC-03,MUD,009-MUD-SEC-03-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
009-MUD-CORE-05,MUD,009-MUD-CORE-05-P1,MUD Gas Giant,Gas Giant,MUD,9
009-MUD-CORE-05,MUD,009-MUD-CORE-05-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
009-MUD-CORE-05,MUD,009-MUD-CORE-05-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
009-MUD-CORE-05,MUD,009-MUD-CORE-05-P4,MUD Ice Giant,Ice Giant,MUD,17
009-MUD-CORE-05,MUD,009-MUD-CORE-05-P5,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-01,MUD,013-MUD-CORE-01-P1,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-01,MUD,013-MUD-CORE-01-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-01,MUD,013-MUD-CORE-01-P3,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-CORE-01,MUD,013-MUD-CORE-01-P4,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-CORE-02,MUD,013-MUD-CORE-02-P1,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-02,MUD,013-MUD-CORE-02-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-CORE-02,MUD,013-MUD-CORE-02-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-02,MUD,013-MUD-CORE-02-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-02,MUD,013-MUD-CORE-02-P5,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-02,MUD,013-MUD-CORE-02-P6,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-SEC-01,MUD,013-MUD-SEC-01-P1,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-SEC-01,MUD,013-MUD-SEC-01-P2,MUD Gas Giant,Gas Giant,MUD,9
013-MUD-SEC-01,MUD,013-MUD-SEC-01-P3,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-SEC-02,MUD,013-MUD-SEC-02-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-02,MUD,013-MUD-SEC-02-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-CORE-03,MUD,013-MUD-CORE-03-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-03,MUD,013-MUD-CORE-03-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-CORE-03,MUD,013-MUD-CORE-03-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-03,MUD,013-MUD-CORE-03-P4,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-CORE-03,MUD,013-MUD-CORE-03-P5,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-03,MUD,013-MUD-SEC-03-P1,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-SEC-03,MUD,013-MUD-SEC-03-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-03,MUD,013-MUD-SEC-03-P3,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-SEC-04,MUD,013-MUD-SEC-04-P1,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-SEC-04,MUD,013-MUD-SEC-04-P2,MUD Dark Planet,Dark Planet,MUD,17
013-MUD-SEC-04,MUD,013-MUD-SEC-04-P3,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-04,MUD,013-MUD-SEC-04-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-SEC-05,MUD,013-MUD-SEC-05-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-SEC-05,MUD,013-MUD-SEC-05-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-CORE-04,MUD,013-MUD-CORE-04-P1,MUD Gas Giant,Gas Giant,MUD,9
013-MUD-CORE-04,MUD,013-MUD-CORE-04-P2,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-CORE-04,MUD,013-MUD-CORE-04-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-04,MUD,013-MUD-CORE-04-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-06,MUD,013-MUD-SEC-06-P1,MUD Gas Giant,Gas Giant,MUD,9
013-MUD-SEC-06,MUD,013-MUD-SEC-06-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-SEC-06,MUD,013-MUD-SEC-06-P3,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-CORE-05,MUD,013-MUD-CORE-05-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-CORE-05,MUD,013-MUD-CORE-05-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-05,MUD,013-MUD-CORE-05-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-05,MUD,013-MUD-CORE-05-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-CORE-05,MUD,013-MUD-CORE-05-P5,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-06,MUD,013-MUD-CORE-06-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-06,MUD,013-MUD-CORE-06-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-06,MUD,013-MUD-CORE-06-P3,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-CORE-06,MUD,013-MUD-CORE-06-P4,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-CORE-06,MUD,013-MUD-CORE-06-P5,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-CORE-06,MUD,013-MUD-CORE-06-P6,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-SEC-07,MUD,013-MUD-SEC-07-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-SEC-07,MUD,013-MUD-SEC-07-P2,MUD Dark Planet,Dark Planet,MUD,17
013-MUD-SEC-08,MUD,013-MUD-SEC-08-P1,MUD Dark Planet,Dark Planet,MUD,17
013-MUD-SEC-08,MUD,013-MUD-SEC-08-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-08,MUD,013-MUD-SEC-08-P3,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-SEC-08,MUD,013-MUD-SEC-08-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
013-MUD-SEC-09,MUD,013-MUD-SEC-09-P1,MUD Gas Giant,Gas Giant,MUD,9
013-MUD-SEC-09,MUD,013-MUD-SEC-09-P2,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-SEC-09,MUD,013-MUD-SEC-09-P3,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-SEC-10,MUD,013-MUD-SEC-10-P1,MUD Barren Planet,Barren Planet,MUD,12
013-MUD-SEC-10,MUD,013-MUD-SEC-10-P2,MUD Gas Giant,Gas Giant,MUD,9
013-MUD-CORE-07,MUD,013-MUD-CORE-07-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-CORE-07,MUD,013-MUD-CORE-07-P2,MUD Oceanic Planet,Oceanic Planet,MUD,14
013-MUD-CORE-07,MUD,013-MUD-CORE-07-P3,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-CORE-07,MUD,013-MUD-CORE-07-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-CORE-07,MUD,013-MUD-CORE-07-P5,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-SEC-11,MUD,013-MUD-SEC-11-P1,MUD Ice Giant,Ice Giant,MUD,17
013-MUD-SEC-11,MUD,013-MUD-SEC-11-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
013-MUD-SEC-11,MUD,013-MUD-SEC-11-P3,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
013-MUD-SEC-11,MUD,013-MUD-SEC-11-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-01,MUD,020-MUD-CORE-01-P1,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-01,MUD,020-MUD-CORE-01-P2,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-01,MUD,020-MUD-CORE-01-P3,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-01,MUD,020-MUD-CORE-01-P4,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-SEC-02,MUD,020-MUD-SEC-02-P1,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-SEC-02,MUD,020-MUD-SEC-02-P2,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-SEC-02,MUD,020-MUD-SEC-02-P3,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-SEC-02,MUD,020-MUD-SEC-02-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-SEC-03,MUD,020-MUD-SEC-03-P1,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-SEC-03,MUD,020-MUD-SEC-03-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-SEC-03,MUD,020-MUD-SEC-03-P3,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-CORE-02,MUD,020-MUD-CORE-02-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-02,MUD,020-MUD-CORE-02-P2,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-02,MUD,020-MUD-CORE-02-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-02,MUD,020-MUD-CORE-02-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-03,MUD,020-MUD-CORE-03-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-03,MUD,020-MUD-CORE-03-P2,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-CORE-03,MUD,020-MUD-CORE-03-P3,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-03,MUD,020-MUD-CORE-03-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-04,MUD,020-MUD-CORE-04-P1,MUD Gas Giant,Gas Giant,MUD,9
020-MUD-CORE-04,MUD,020-MUD-CORE-04-P2,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-04,MUD,020-MUD-CORE-04-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-04,MUD,020-MUD-CORE-04-P4,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-05,MUD,020-MUD-CORE-05-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-05,MUD,020-MUD-CORE-05-P2,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-CORE-05,MUD,020-MUD-CORE-05-P3,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-05,MUD,020-MUD-CORE-05-P4,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-CORE-05,MUD,020-MUD-CORE-05-P5,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P1,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P2,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P3,MUD Dark Planet,Dark Planet,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P4,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P5,MUD Gas Giant,Gas Giant,MUD,9
020-MUD-KING-01,MUD,020-MUD-KING-01-P6,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P7,MUD Dark Planet,Dark Planet,MUD,17
020-MUD-KING-01,MUD,020-MUD-KING-01-P8,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-06,MUD,020-MUD-CORE-06-P1,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-06,MUD,020-MUD-CORE-06-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-06,MUD,020-MUD-CORE-06-P3,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-06,MUD,020-MUD-CORE-06-P4,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-CORE-06,MUD,020-MUD-CORE-06-P5,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-07,MUD,020-MUD-CORE-07-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-CORE-07,MUD,020-MUD-CORE-07-P2,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-CORE-07,MUD,020-MUD-CORE-07-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-07,MUD,020-MUD-CORE-07-P4,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-CORE-07,MUD,020-MUD-CORE-07-P5,MUD Gas Giant,Gas Giant,MUD,9
020-MUD-SEC-04,MUD,020-MUD-SEC-04-P1,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-SEC-04,MUD,020-MUD-SEC-04-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-SEC-05,MUD,020-MUD-SEC-05-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-SEC-05,MUD,020-MUD-SEC-05-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-SEC-06,MUD,020-MUD-SEC-06-P1,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-SEC-06,MUD,020-MUD-SEC-06-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-SEC-06,MUD,020-MUD-SEC-06-P3,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-08,MUD,020-MUD-CORE-08-P1,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-08,MUD,020-MUD-CORE-08-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-08,MUD,020-MUD-CORE-08-P3,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-08,MUD,020-MUD-CORE-08-P4,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-08,MUD,020-MUD-CORE-08-P5,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-08,MUD,020-MUD-CORE-08-P6,MUD Ice Giant,Ice Giant,MUD,17
020-MUD-SEC-07,MUD,020-MUD-SEC-07-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-SEC-07,MUD,020-MUD-SEC-07-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-SEC-08,MUD,020-MUD-SEC-08-P1,MUD Gas Giant,Gas Giant,MUD,9
020-MUD-SEC-08,MUD,020-MUD-SEC-08-P2,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-SEC-08,MUD,020-MUD-SEC-08-P3,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-SEC-08,MUD,020-MUD-SEC-08-P4,MUD Gas Giant,Gas Giant,MUD,9
020-MUD-CORE-09,MUD,020-MUD-CORE-09-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
020-MUD-CORE-09,MUD,020-MUD-CORE-09-P2,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-CORE-09,MUD,020-MUD-CORE-09-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
020-MUD-CORE-09,MUD,020-MUD-CORE-09-P4,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-SEC-09,MUD,020-MUD-SEC-09-P1,MUD Barren Planet,Barren Planet,MUD,12
020-MUD-SEC-09,MUD,020-MUD-SEC-09-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
020-MUD-SEC-09,MUD,020-MUD-SEC-09-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
021-MUD-CORE-01,MUD,021-MUD-CORE-01-P1,MUD Barren Planet,Barren Planet,MUD,12
021-MUD-CORE-01,MUD,021-MUD-CORE-01-P2,MUD Ice Giant,Ice Giant,MUD,17
021-MUD-CORE-01,MUD,021-MUD-CORE-01-P3,MUD Oceanic Planet,Oceanic Planet,MUD,14
021-MUD-CORE-01,MUD,021-MUD-CORE-01-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
